plantID,survey_date,block,row,col,pop,mf,rep,height_cm,herbivory
J231A,2023-05-01,J2,31,A,TM2,4,12,77,NA
J233A,2023-05-01,J2,33,A,BH,3,2,9.5,NA
J237B,2023-05-01,J2,37,B,BH,1,7,33,NA
J13D,2023-05-01,J1,3,D,CP2,1,6,11,NA
J110C,2023-05-01,J1,10,C,BH,3,1,31.5,NA
J113C,2023-05-01,J1,13,C,TM2,6,7,61,NA
J119C,2023-05-01,J1,19,C,BH,5,20,44.3,NA
J223D,2023-05-01,J2,23,D,BH,4,9,10.2,NA
J225D,2023-05-01,J2,25,D,BH,2,5,17,NA
J227D,2023-05-01,J2,27,D,IH,7,9,15.5,NA
J230C,2023-05-01,J2,30,C,BH,4,14,23.5,NA
J231D,2023-05-01,J2,31,D,BH,7,14,10.5,NA
J232D,2023-05-01,J2,32,D,BH,3,12,23.5,NA
L14A,2023-05-01,L1,4,A,SC,5,8,28.7,NA
L110A,2023-05-01,L1,10,A,BH,2,14,21,NA
L114B,2023-05-01,L1,14,B,YO7,8,3,7.8,NA
L230A,2023-05-01,L2,30,A,TM2,1,12,47.4,NA
L234B,2023-05-01,L2,34,B,TM2,5,8,47.1,NA
L235A,2023-05-01,L2,35,A,TM2,4,9,65.3,NA
L13C,2023-05-01,L1,3,C,SQ3,4,3,5.1,NA
L14D,2023-05-01,L1,4,D,BH,4,10,24.7,NA
L15D,2023-05-01,L1,5,D,WL1,1,11,4.5,NA
L113C,2023-05-01,L1,13,C,BH,3,13,50.6,NA
L113D,2023-05-01,L1,13,D,BH,5,22,21.1,NA
L228D,2023-05-01,L2,28,D,BH,2,7,7.5,NA
L229D,2023-05-01,L2,29,D,BH,3,14,16.5,NA
L230D,2023-05-01,L2,30,D,TM2,3,4,45.2,NA
L233D,2023-05-01,L2,33,D,WL2,4,100,3.5,NA
L240D,2023-05-01,L2,40,D,BH,7,13,15,NA
L241D,2023-05-01,L2,41,D,BH,4,1,16.5,NA
D226B,2023-05-08,D2,26,B,BH,5,15,23.1,NA
D230B,2023-05-08,D2,30,B,BH,4,3,22.1,NA
D231B,2023-05-08,D2,31,B,TM2,4,11,57.2,NA
D14D,2023-05-08,D1,4,D,YO7,8,1,6.6,NA
D117D,2023-05-08,D1,17,D,IH,7,12,5.2,NA
D119D,2023-05-08,D1,19,D,BH,5,9,3.1,NA
D229C,2023-05-08,D2,29,C,BH,4,13,13.3,NA
D229D,2023-05-08,D2,29,D,BH,2,9,15.8,NA
D235D,2023-05-08,D2,35,D,BH,3,6,35.2,NA
F115A,2023-05-08,F1,15,A,BH,6,9,51.3,NA
F227B,2023-05-08,F2,27,B,WL2,3,13,3.3,NA
F229B,2023-05-08,F2,29,B,BH,4,5,14.6,NA
F240B,2023-05-08,F2,40,B,BH,5,12,18.7,NA
F14C,2023-05-08,F1,4,C,TM2,5,7,73.6,NA
F235D,2023-05-08,F2,35,D,BH,2,1,12.2,NA
F240D,2023-05-08,F2,40,D,TM2,1,4,26.5,NA
H14B,2023-05-08,H1,4,B,BH,2,12,20.8,NA
H15B,2023-05-08,H1,5,B,SC,4,2,33.5,NA
H18B,2023-05-08,H1,8,B,BH,3,9,36.1,NA
H110A,2023-05-08,H1,10,A,WL2,4,4,11.5,NA
H112B,2023-05-08,H1,12,B,FR,2,8,17.6,NA
H113B,2023-05-08,H1,13,B,CP2,3,3,6.7,NA
H114A,2023-05-08,H1,14,A,BH,5,3,21.6,NA
H116A,2023-05-08,H1,16,A,CC,4,10,15.1,NA
H117B,2023-05-08,H1,17,B,DPR,5,2,42.2,NA
H119A,2023-05-08,H1,19,A,TM2,5,1,69.1,NA
H224B,2023-05-08,H2,24,B,BH,5,29,48.3,NA
H225A,2023-05-08,H2,25,A,IH,4,5,10.1,NA
H229A,2023-05-08,H2,29,A,IH,7,14,12.5,NA
H233B,2023-05-08,H2,33,B,BH,4,7,20.8,NA
H236B,2023-05-08,H2,36,B,TM2,3,1,62.6,NA
H16C,2023-05-08,H1,6,C,TM2,1,5,50.3,N
H110C,2023-05-08,H1,10,C,BH,6,11,34,NA
H110D,2023-05-08,H1,10,D,WL1,7,5,8.4,N
H111D,2023-05-08,H1,11,D,WL1,4,4,5.1,N
H112C,2023-05-08,H1,12,C,SQ1,2,5,3.2,N
H114D,2023-05-08,H1,14,D,SC,5,3,11,NA
H115C,2023-05-08,H1,15,C,CP2,3,10,4.9,NA
H116D,2023-05-08,H1,16,D,IH,7,6,7.6,NA
H223C,2023-05-08,H2,23,C,BH,7,22,12.1,NA
H230D,2023-05-08,H2,30,D,TM2,1,6,43.1,NA
H232C,2023-05-08,H2,32,C,SC,6,3,57.4,NA
J14B,2023-05-08,J1,4,B,BH,2,4,4.4,NA
J15B,2023-05-08,J1,5,B,TM2,3,10,53,NA
J113B,2023-05-08,J1,13,B,IH,6,13,22.8,NA
J119B,2023-05-08,J1,19,B,BH,3,11,18.6,NA
J224B,2023-05-08,J2,24,B,IH,4,15,5.5,NA
J225A,2023-05-08,J2,25,A,SC,6,5,17,NA
J228B,2023-05-08,J2,28,B,WL2,3,4,12.5,NA
J229A,2023-05-08,J2,29,A,IH,4,7,9,NA
J231A,2023-05-08,J2,31,A,TM2,4,12,80,NA
J233A,2023-05-08,J2,33,A,BH,3,2,5.7,NA
J237B,2023-05-08,J2,37,B,BH,1,7,39.2,NA
J13D,2023-05-08,J1,3,D,CP2,1,6,10.6,NA
J110C,2023-05-08,J1,10,C,BH,3,1,33.1,NA
J113C,2023-05-08,J1,13,C,TM2,6,7,57,NA
J119C,2023-05-08,J1,19,C,BH,5,20,60.5,NA
J223D,2023-05-08,J2,23,D,BH,4,9,13.2,NA
J225D,2023-05-08,J2,25,D,BH,2,5,20.4,NA
J227D,2023-05-08,J2,27,D,IH,7,9,15.4,NA
J230C,2023-05-08,J2,30,C,BH,4,14,24.6,NA
J231D,2023-05-08,J2,31,D,BH,7,14,8.9,NA
J232D,2023-05-08,J2,32,D,BH,3,12,24,NA
L14A,2023-05-08,L1,4,A,SC,5,8,27.5,N
L110A,2023-05-08,L1,10,A,BH,2,14,23.3,NA
L114B,2023-05-08,L1,14,B,YO7,8,3,7,NA
L234B,2023-05-08,L2,34,B,TM2,5,8,43,NA
L235A,2023-05-08,L2,35,A,TM2,4,9,67.1,NA
L13C,2023-05-08,L1,3,C,SQ3,4,3,8.8,NA
L14D,2023-05-08,L1,4,D,BH,4,10,27.3,NA
L15D,2023-05-08,L1,5,D,WL1,1,11,3.7,NA
L113C,2023-05-08,L1,13,C,BH,3,13,65.9,NA
L113D,2023-05-08,L1,13,D,BH,5,22,21.2,NA
L228D,2023-05-08,L2,28,D,BH,2,7,5,NA
L229D,2023-05-08,L2,29,D,BH,3,14,17.8,NA
L230D,2023-05-08,L2,30,D,TM2,3,4,45.7,NA
L233D,2023-05-08,L2,33,D,WL2,4,100,1,NA
L240D,2023-05-08,L2,40,D,BH,7,13,14.1,NA
L241D,2023-05-08,L2,41,D,BH,4,1,11.5,NA
D226B,2023-06-05,D2,26,B,BH,5,15,77.4,NA
D230B,2023-06-05,D2,30,B,BH,4,3,52.1,NA
D231B,2023-06-05,D2,31,B,TM2,4,11,62.8,Y
D14D,2023-06-05,D1,4,D,YO7,8,1,8.8,NA
D229C,2023-06-05,D2,29,C,BH,4,13,23.7,NA
D229D,2023-06-05,D2,29,D,BH,2,9,34.5,NA
D235D,2023-06-05,D2,35,D,BH,3,6,80.5,NA
F115A,2023-06-05,F1,15,A,BH,6,9,88.9,NA
F227B,2023-06-05,F2,27,B,WL2,3,13,6.5,NA
F229B,2023-06-05,F2,29,B,BH,4,5,26.3,NA
F240B,2023-06-05,F2,40,B,BH,5,12,47,NA
F14C,2023-06-05,F1,4,C,TM2,5,7,52.2,NA
F235D,2023-06-05,F2,35,D,BH,2,1,37.5,NA
H14B,2023-06-05,H1,4,B,BH,2,12,28.2,NA
H15B,2023-06-05,H1,5,B,SC,4,2,30.3,NA
H18B,2023-06-05,H1,8,B,BH,3,9,76.1,NA
H110A,2023-06-05,H1,10,A,WL2,4,4,20.8,NA
H114A,2023-06-05,H1,14,A,BH,5,3,19.9,NA
H224B,2023-06-05,H2,24,B,BH,5,29,70.8,NA
H229A,2023-06-05,H2,29,A,IH,7,14,15.7,NA
H233B,2023-06-05,H2,33,B,BH,4,7,21.1,NA
H236B,2023-06-05,H2,36,B,TM2,3,1,61.5,NA
H110C,2023-06-05,H1,10,C,BH,6,11,44.8,NA
H114D,2023-06-05,H1,14,D,SC,5,3,20.1,NA
H115C,2023-06-05,H1,15,C,CP2,3,10,31.8,NA
H232C,2023-06-05,H2,32,C,SC,6,3,50.2,NA
J15B,2023-06-05,J1,5,B,TM2,3,10,39,NA
J113B,2023-06-05,J1,13,B,IH,6,13,26.2,NA
J119B,2023-06-05,J1,19,B,BH,3,11,31.9,NA
J225A,2023-06-05,J2,25,A,SC,6,5,18.5,NA
J228B,2023-06-05,J2,28,B,WL2,3,4,15.1,NA
J229A,2023-06-05,J2,29,A,IH,4,7,6.5,NA
J231A,2023-06-05,J2,31,A,TM2,4,12,68.4,NA
J237B,2023-06-05,J2,37,B,BH,1,7,39.9,NA
J13D,2023-06-05,J1,3,D,CP2,1,6,13,NA
J110C,2023-06-05,J1,10,C,BH,3,1,70,NA
J113C,2023-06-05,J1,13,C,TM2,6,7,56.8,NA
J119C,2023-06-05,J1,19,C,BH,5,20,102.4,NA
J223D,2023-06-05,J2,23,D,BH,4,9,51.4,NA
J225D,2023-06-05,J2,25,D,BH,2,5,71,NA
J227D,2023-06-05,J2,27,D,IH,7,9,16.7,NA
J230C,2023-06-05,J2,30,C,BH,4,14,32.3,NA
J232D,2023-06-05,J2,32,D,BH,3,12,27.8,NA
L110A,2023-06-05,L1,10,A,BH,2,14,61.7,NA
L114B,2023-06-05,L1,14,B,YO7,8,3,7,NA
L235A,2023-06-05,L2,35,A,TM2,4,9,64.7,NA
L13C,2023-06-05,L1,3,C,SQ3,4,3,36.9,NA
L14D,2023-06-05,L1,4,D,BH,4,10,77.6,NA
L15D,2023-06-05,L1,5,D,WL1,1,11,9.4,NA
L113C,2023-06-05,L1,13,C,BH,3,13,120.6,NA
L113D,2023-06-05,L1,13,D,BH,5,22,58.9,NA
L229D,2023-06-05,L2,29,D,BH,3,14,31.4,NA
L233D,2023-06-05,L2,33,D,WL2,4,100,6.2,NA
L240D,2023-06-05,L2,40,D,BH,7,13,19.7,NA
L241D,2023-06-05,L2,41,D,BH,4,1,49.4,NA
D226B,2023-07-03,D2,26,B,BH,5,15,67.4,NA
D230B,2023-07-03,D2,30,B,BH,4,3,76.3,NA
D229C,2023-07-03,D2,29,C,BH,4,13,26.9,NA
D229D,2023-07-03,D2,29,D,BH,2,9,42.7,NA
D235D,2023-07-03,D2,35,D,BH,3,6,83.2,NA
F115A,2023-07-03,F1,15,A,BH,6,9,110.4,NA
F227B,2023-07-03,F2,27,B,WL2,3,13,8.2,NA
F229B,2023-07-03,F2,29,B,BH,4,5,34.3,NA
F240B,2023-07-03,F2,40,B,BH,5,12,70.9,NA
F235D,2023-07-03,F2,35,D,BH,2,1,67.8,NA
H18B,2023-07-03,H1,8,B,BH,3,9,81.6,NA
H110A,2023-07-03,H1,10,A,WL2,4,4,29.4,NA
H114A,2023-07-03,H1,14,A,BH,5,3,18.7,NA
H224B,2023-07-03,H2,24,B,BH,5,29,69,NA
H229A,2023-07-03,H2,29,A,IH,7,14,16.1,NA
H233B,2023-07-03,H2,33,B,BH,4,7,18,NA
H110C,2023-07-03,H1,10,C,BH,6,11,45.1,NA
H114D,2023-07-03,H1,14,D,SC,5,3,23.5,NA
H115C,2023-07-03,H1,15,C,CP2,3,10,31.6,NA
J113B,2023-07-03,J1,13,B,IH,6,13,26.8,NA
J119B,2023-07-03,J1,19,B,BH,3,11,32.1,NA
J225A,2023-07-03,J2,25,A,SC,6,5,19.6,NA
J228B,2023-07-03,J2,28,B,WL2,3,4,15.3,NA
J229A,2023-07-03,J2,29,A,IH,4,7,7.3,NA
J13D,2023-07-03,J1,3,D,CP2,1,6,14.8,NA
J110C,2023-07-03,J1,10,C,BH,3,1,67,NA
J119C,2023-07-03,J1,19,C,BH,5,20,101,NA
J223D,2023-07-03,J2,23,D,BH,4,9,49,NA
J225D,2023-07-03,J2,25,D,BH,2,5,82,NA
J227D,2023-07-03,J2,27,D,IH,7,9,16,NA
J230C,2023-07-03,J2,30,C,BH,4,14,35,NA
J232D,2023-07-03,J2,32,D,BH,3,12,29,NA
L110A,2023-07-03,L1,10,A,BH,2,14,89.5,NA
L13C,2023-07-03,L1,3,C,SQ3,4,3,36.5,NA
L14D,2023-07-03,L1,4,D,BH,4,10,92.5,NA
L15D,2023-07-03,L1,5,D,WL1,1,11,11.5,NA
L113C,2023-07-03,L1,13,C,BH,3,13,82,NA
L113D,2023-07-03,L1,13,D,BH,5,22,113,NA
L229D,2023-07-03,L2,29,D,BH,3,14,28,NA
L233D,2023-07-03,L2,33,D,WL2,4,100,10.5,NA
L240D,2023-07-03,L2,40,D,BH,7,13,17,NA
L241D,2023-07-03,L2,41,D,BH,4,1,67.5,NA
D226B,2023-07-10,D2,26,B,BH,5,15,70,NA
D230B,2023-07-10,D2,30,B,BH,4,3,73,NA
D229C,2023-07-10,D2,29,C,BH,4,13,26.5,NA
D229D,2023-07-10,D2,29,D,BH,2,9,43,NA
D235D,2023-07-10,D2,35,D,BH,3,6,85.8,NA
F115A,2023-07-10,F1,15,A,BH,6,9,113.2,NA
F227B,2023-07-10,F2,27,B,WL2,3,13,8.5,NA
F229B,2023-07-10,F2,29,B,BH,4,5,33.2,NA
F240B,2023-07-10,F2,40,B,BH,5,12,71.6,NA
F235D,2023-07-10,F2,35,D,BH,2,1,68.1,NA
H18B,2023-07-10,H1,8,B,BH,3,9,82.2,NA
H110A,2023-07-10,H1,10,A,WL2,4,4,28.9,NA
H224B,2023-07-10,H2,24,B,BH,5,29,68.1,NA
H229A,2023-07-10,H2,29,A,IH,7,14,16.1,NA
H233B,2023-07-10,H2,33,B,BH,4,7,23.5,NA
H114D,2023-07-10,H1,14,D,SC,5,3,22,NA
H115C,2023-07-10,H1,15,C,CP2,3,10,25.9,NA
J113B,2023-07-10,J1,13,B,IH,6,13,31.5,NA
J225A,2023-07-10,J2,25,A,SC,6,5,21.6,NA
J228B,2023-07-10,J2,28,B,WL2,3,4,15.6,NA
J229A,2023-07-10,J2,29,A,IH,4,7,9.8,NA
J223D,2023-07-10,J2,23,D,BH,4,9,49.6,NA
J225D,2023-07-10,J2,25,D,BH,2,5,77,NA
J230C,2023-07-10,J2,30,C,BH,4,14,35.1,NA
J232D,2023-07-10,J2,32,D,BH,3,12,30.5,NA
L110A,2023-07-10,L1,10,A,BH,2,14,89.4,NA
L14D,2023-07-10,L1,4,D,BH,4,10,95.6,NA
L15D,2023-07-10,L1,5,D,WL1,1,11,11.2,NA
L113C,2023-07-10,L1,13,C,BH,3,13,130,NA
L113D,2023-07-10,L1,13,D,BH,5,22,96.1,NA
L233D,2023-07-10,L2,33,D,WL2,4,100,11,NA
L240D,2023-07-10,L2,40,D,BH,7,13,20.1,NA
L241D,2023-07-10,L2,41,D,BH,4,1,68.4,NA
D226B,2023-07-17,D2,26,B,BH,5,15,68.2,NA
D230B,2023-07-17,D2,30,B,BH,4,3,77.8,NA
D229C,2023-07-17,D2,29,C,BH,4,13,25.7,NA
D229D,2023-07-17,D2,29,D,BH,2,9,44.2,NA
D235D,2023-07-17,D2,35,D,BH,3,6,83.6,NA
F115A,2023-07-17,F1,15,A,BH,6,9,113.2,NA
F227B,2023-07-17,F2,27,B,WL2,3,13,8.3,NA
F229B,2023-07-17,F2,29,B,BH,4,5,34.3,NA
F240B,2023-07-17,F2,40,B,BH,5,12,76.3,NA
F235D,2023-07-17,F2,35,D,BH,2,1,68.8,NA
H18B,2023-07-17,H1,8,B,BH,3,9,83.7,NA
H224B,2023-07-17,H2,24,B,BH,5,29,70.3,NA
H229A,2023-07-17,H2,29,A,IH,7,14,16.4,NA
H233B,2023-07-17,H2,33,B,BH,4,7,22.9,NA
H114D,2023-07-17,H1,14,D,SC,5,3,22.6,NA
H115C,2023-07-17,H1,15,C,CP2,3,10,27.3,NA
J113B,2023-07-17,J1,13,B,IH,6,13,30.1,NA
J225A,2023-07-17,J2,25,A,SC,6,5,21.4,NA
J229A,2023-07-17,J2,29,A,IH,4,7,6.4,NA
J223D,2023-07-17,J2,23,D,BH,4,9,50.8,NA
J225D,2023-07-17,J2,25,D,BH,2,5,83.5,NA
J230C,2023-07-17,J2,30,C,BH,4,14,41.6,NA
J232D,2023-07-17,J2,32,D,BH,3,12,30.7,NA
L110A,2023-07-17,L1,10,A,BH,2,14,90,NA
L14D,2023-07-17,L1,4,D,BH,4,10,73.2,NA
L113C,2023-07-17,L1,13,C,BH,3,13,107.6,NA
L233D,2023-07-17,L2,33,D,WL2,4,100,14.2,NA
L241D,2023-07-17,L2,41,D,BH,4,1,37.4,NA
D226B,2023-07-24,D2,26,B,BH,5,15,68.8,NA
D230B,2023-07-24,D2,30,B,BH,4,3,79.3,NA
D229C,2023-07-24,D2,29,C,BH,4,13,26.4,NA
D229D,2023-07-24,D2,29,D,BH,2,9,44.8,NA
D235D,2023-07-24,D2,35,D,BH,3,6,86,NA
F115A,2023-07-24,F1,15,A,BH,6,9,109.9,NA
F229B,2023-07-24,F2,29,B,BH,4,5,36.2,NA
F240B,2023-07-24,F2,40,B,BH,5,12,75.1,NA
F235D,2023-07-24,F2,35,D,BH,2,1,69.3,NA
H18B,2023-07-24,H1,8,B,BH,3,9,81.7,NA
H224B,2023-07-24,H2,24,B,BH,5,29,68.5,NA
H229A,2023-07-24,H2,29,A,IH,7,14,17.2,NA
H233B,2023-07-24,H2,33,B,BH,4,7,22.8,NA
H114D,2023-07-24,H1,14,D,SC,5,3,23.3,NA
H115C,2023-07-24,H1,15,C,CP2,3,10,32.3,NA
J113B,2023-07-24,J1,13,B,IH,6,13,31.2,NA
J225A,2023-07-24,J2,25,A,SC,6,5,19.9,NA
J225D,2023-07-24,J2,25,D,BH,2,5,81.5,NA
J230C,2023-07-24,J2,30,C,BH,4,14,32.8,NA
J232D,2023-07-24,J2,32,D,BH,3,12,30.2,NA
L110A,2023-07-24,L1,10,A,BH,2,14,91.2,NA
L14D,2023-07-24,L1,4,D,BH,4,10,93.3,NA
L113C,2023-07-24,L1,13,C,BH,3,13,89.8,NA
L113D,2023-07-24,L1,13,D,BH,5,22,112.1,NA
L241D,2023-07-24,L2,41,D,BH,4,1,69.6,NA
